player-name,team,jersey,position,Bdate,height,caps,goals,match_red_card,,
Gabriel MERCADO,Argentina,2,Defender,3/18/1987,181.0 cm,23,4,0,,"insert into player values ('Gabriel MERCADO','Argentina',2,'Defender',to_date('3/18/1987','mm/dd/yyyy'),'181.0 cm',23,4,0);"
Carlos BACCA,Colombia,7,Forward,9/8/1986,181.0 cm,48,14,0,,"insert into player values ('Carlos BACCA','Colombia',7,'Forward',to_date('9/8/1986','mm/dd/yyyy'),'181.0 cm',48,14,0);"
Gustav SVENSSON,Sweden,13,Midfielder,2/7/1987,183.0 cm,16,0,0,,"insert into player values ('Gustav SVENSSON','Sweden',13,'Midfielder',to_date('2/7/1987','mm/dd/yyyy'),'183.0 cm',16,0,0);"
James RODRIGUEZ,Colombia,10,Midfielder,7/12/1991,180.0 cm,66,21,0,,"insert into player values ('James RODRIGUEZ','Colombia',10,'Midfielder',to_date('7/12/1991','mm/dd/yyyy'),'180.0 cm',66,21,0);"
Adnan JANUZAJ,Belgium,18,Forward,2/5/1995,180.0 cm,9,1,0,,"insert into player values ('Adnan JANUZAJ','Belgium',18,'Forward',to_date('2/5/1995','mm/dd/yyyy'),'180.0 cm',9,1,0);"
Cesar AZPILICUETA,Spain,14,Defender,8/28/1989,178.0 cm,22,0,NULL,,"insert into player values ('Cesar AZPILICUETA','Spain',14,'Defender',to_date('8/28/1989','mm/dd/yyyy'),'178.0 cm',22,0,NULL);"
Robert LEWANDOWSKI,Poland,9,Forward,8/21/1988,185.0 cm,98,55,0,,"insert into player values ('Robert LEWANDOWSKI','Poland',9,'Forward',to_date('8/21/1988','mm/dd/yyyy'),'185.0 cm',98,55,0);"
Maximiliano MEZA,Argentina,13,Midfielder,12/15/1992,180.0 cm,6,0,0,,"insert into player values ('Maximiliano MEZA','Argentina',13,'Midfielder',to_date('12/15/1992','mm/dd/yyyy'),'180.0 cm',6,0,0);"
Roman ZOBNIN,Russia,11,Midfielder,2/11/1994,185.0 cm,17,0,0,,"insert into player values ('Roman ZOBNIN','Russia',11,'Midfielder',to_date('2/11/1994','mm/dd/yyyy'),'185.0 cm',17,0,0);"
Rashid MAZAHERI,IR Iran,12,Goalkeeper,5/18/1989,192.0 cm,3,0,NULL,,"insert into player values ('Rashid MAZAHERI','IR Iran',12,'Goalkeeper',to_date('5/18/1989','mm/dd/yyyy'),'192.0 cm',3,0,NULL);"
JUNG Wooyoung,Korea Republic,15,Midfielder,12/14/1989,186.0 cm,32,1,0,,"insert into player values ('JUNG Wooyoung','Korea Republic',15,'Midfielder',to_date('12/14/1989','mm/dd/yyyy'),'186.0 cm',32,1,0);"
YASSER ALMOSAILEM,Saudi Arabia,21,Goalkeeper,2/27/1984,186.0 cm,33,0,0,,"insert into player values ('YASSER ALMOSAILEM','Saudi Arabia',21,'Goalkeeper',to_date('2/27/1984','mm/dd/yyyy'),'186.0 cm',33,0,0);"
Thibaut COURTOIS,Belgium,1,Goalkeeper,5/11/1992,199.0 cm,65,0,0,,"insert into player values ('Thibaut COURTOIS','Belgium',1,'Goalkeeper',to_date('5/11/1992','mm/dd/yyyy'),'199.0 cm',65,0,0);"
Predrag RAJKOVIC,Serbia,12,Goalkeeper,10/31/1995,191.0 cm,8,0,NULL,,"insert into player values ('Predrag RAJKOVIC','Serbia',12,'Goalkeeper',to_date('10/31/1995','mm/dd/yyyy'),'191.0 cm',8,0,NULL);"
Raul RUIDIAZ,Peru,11,Forward,7/25/1990,169.0 cm,32,4,0,,"insert into player values ('Raul RUIDIAZ','Peru',11,'Forward',to_date('7/25/1990','mm/dd/yyyy'),'169.0 cm',32,4,0);"
Mathias  JORGENSEN,Denmark,13,Defender,4/23/1990,191.0 cm,15,1,0,,"insert into player values ('Mathias  JORGENSEN','Denmark',13,'Defender',to_date('4/23/1990','mm/dd/yyyy'),'191.0 cm',15,1,0);"
Giancarlo GONZALEZ,Costa Rica,3,Defender,2/8/1988,186.0 cm,71,2,0,,"insert into player values ('Giancarlo GONZALEZ','Costa Rica',3,'Defender',to_date('2/8/1988','mm/dd/yyyy'),'186.0 cm',71,2,0);"
Fedor KUDRIASHOV,Russia,13,Defender,4/5/1987,187.0 cm,23,0,0,,"insert into player values ('Fedor KUDRIASHOV','Russia',13,'Defender',to_date('4/5/1987','mm/dd/yyyy'),'187.0 cm',23,0,0);"
Moussa SOW,Senegal,7,Forward,1/19/1986,180.0 cm,46,19,NULL,,"insert into player values ('Moussa SOW','Senegal',7,'Forward',to_date('1/19/1986','mm/dd/yyyy'),'180.0 cm',46,19,NULL);"
Alfred FINNBOGASON,Iceland,11,Forward,2/1/1989,185.0 cm,50,14,0,,"insert into player values ('Alfred FINNBOGASON','Iceland',11,'Forward',to_date('2/1/1989','mm/dd/yyyy'),'185.0 cm',50,14,0);"
Ragnar SIGURDSSON,Iceland,6,Defender,6/19/1986,187.0 cm,80,3,0,,"insert into player values ('Ragnar SIGURDSSON','Iceland',6,'Defender',to_date('6/19/1986','mm/dd/yyyy'),'187.0 cm',80,3,0);"
Moussa WAGUE,Senegal,22,Defender,10/4/1998,177.0 cm,10,1,0,,"insert into player values ('Moussa WAGUE','Senegal',22,'Defender',to_date('10/4/1998','mm/dd/yyyy'),'177.0 cm',10,1,0);"
Chidozie AWAZIEM,Nigeria,20,Defender,1/1/1997,192.0 cm,3,0,NULL,,"insert into player values ('Chidozie AWAZIEM','Nigeria',20,'Defender',to_date('1/1/1997','mm/dd/yyyy'),'192.0 cm',3,0,NULL);"
Lasse SCHONE,Denmark,19,Midfielder,5/27/1986,178.0 cm,39,3,0,,"insert into player values ('Lasse SCHONE','Denmark',19,'Midfielder',to_date('5/27/1986','mm/dd/yyyy'),'178.0 cm',39,3,0);"
Aleksandr EROKHIN,Russia,21,Midfielder,10/13/1989,191.0 cm,19,0,0,,"insert into player values ('Aleksandr EROKHIN','Russia',21,'Midfielder',to_date('10/13/1989','mm/dd/yyyy'),'191.0 cm',19,0,0);"
Andrei LUNEV,Russia,12,Goalkeeper,11/13/1991,189.0 cm,3,0,NULL,,"insert into player values ('Andrei LUNEV','Russia',12,'Goalkeeper',to_date('11/13/1991','mm/dd/yyyy'),'189.0 cm',3,0,NULL);"
Takashi USAMI,Japan,11,Midfielder,5/6/1992,178.0 cm,26,3,0,,"insert into player values ('Takashi USAMI','Japan',11,'Midfielder',to_date('5/6/1992','mm/dd/yyyy'),'178.0 cm',26,3,0);"
Rodrigo BENTANCUR,Uruguay,6,Midfielder,6/25/1997,187.0 cm,12,0,0,,"insert into player values ('Rodrigo BENTANCUR','Uruguay',6,'Midfielder',to_date('6/25/1997','mm/dd/yyyy'),'187.0 cm',12,0,0);"
Aziz BEHICH,Australia,16,Defender,12/16/1990,170.0 cm,26,2,0,,"insert into player values ('Aziz BEHICH','Australia',16,'Defender',to_date('12/16/1990','mm/dd/yyyy'),'170.0 cm',26,2,0);"
Jan BEDNAREK,Poland,5,Defender,4/12/1996,189.0 cm,6,1,0,,"insert into player values ('Jan BEDNAREK','Poland',5,'Defender',to_date('4/12/1996','mm/dd/yyyy'),'189.0 cm',6,1,0);"
KIM Shinwook,Korea Republic,9,Forward,4/14/1988,197.0 cm,51,10,0,,"insert into player values ('KIM Shinwook','Korea Republic',9,'Forward',to_date('4/14/1988','mm/dd/yyyy'),'197.0 cm',51,10,0);"
Slawomir PESZKO,Poland,17,Midfielder,2/19/1985,173.0 cm,44,2,0,,"insert into player values ('Slawomir PESZKO','Poland',17,'Midfielder',to_date('2/19/1985','mm/dd/yyyy'),'173.0 cm',44,2,0);"
Roman TORRES,Panama,5,Defender,3/20/1986,188.0 cm,111,10,0,,"insert into player values ('Roman TORRES','Panama',5,'Defender',to_date('3/20/1986','mm/dd/yyyy'),'188.0 cm',111,10,0);"
Sime VRSALJKO,Croatia,2,Defender,1/10/1992,181.0 cm,41,0,0,,"insert into player values ('Sime VRSALJKO','Croatia',2,'Defender',to_date('1/10/1992','mm/dd/yyyy'),'181.0 cm',41,0,0);"
Lionel MESSI,Argentina,10,Forward,6/24/1987,170.0 cm,128,65,0,,"insert into player values ('Lionel MESSI','Argentina',10,'Forward',to_date('6/24/1987','mm/dd/yyyy'),'170.0 cm',128,65,0);"
Yury ZHIRKOV,Russia,18,Midfielder,8/20/1983,180.0 cm,87,2,0,,"insert into player values ('Yury ZHIRKOV','Russia',18,'Midfielder',to_date('8/20/1983','mm/dd/yyyy'),'180.0 cm',87,2,0);"
Mouez HASSEN,Tunisia,22,Goalkeeper,3/5/1995,186.0 cm,4,0,0,,"insert into player values ('Mouez HASSEN','Tunisia',22,'Goalkeeper',to_date('3/5/1995','mm/dd/yyyy'),'186.0 cm',4,0,0);"
Keisuke HONDA,Japan,4,Midfielder,6/13/1986,182.0 cm,98,37,0,,"insert into player values ('Keisuke HONDA','Japan',4,'Midfielder',to_date('6/13/1986','mm/dd/yyyy'),'182.0 cm',98,37,0);"
Felipe BALOY,Panama,23,Defender,2/24/1981,185.0 cm,101,4,0,,"insert into player values ('Felipe BALOY','Panama',23,'Defender',to_date('2/24/1981','mm/dd/yyyy'),'185.0 cm',101,4,0);"
Gaku SHIBASAKI,Japan,7,Midfielder,5/28/1992,175.0 cm,22,3,0,,"insert into player values ('Gaku SHIBASAKI','Japan',7,'Midfielder',to_date('5/28/1992','mm/dd/yyyy'),'175.0 cm',22,3,0);"
Yoshimar YOTUN,Peru,19,Midfielder,4/7/1990,172.0 cm,76,2,0,,"insert into player values ('Yoshimar YOTUN','Peru',19,'Midfielder',to_date('4/7/1990','mm/dd/yyyy'),'172.0 cm',76,2,0);"
Gerard PIQUE,Spain,3,Defender,2/2/1987,194.0 cm,102,5,0,,"insert into player values ('Gerard PIQUE','Spain',3,'Defender',to_date('2/2/1987','mm/dd/yyyy'),'194.0 cm',102,5,0);"
Tomoaki MAKINO,Japan,20,Defender,5/11/1987,182.0 cm,33,4,0,,"insert into player values ('Tomoaki MAKINO','Japan',20,'Defender',to_date('5/11/1987','mm/dd/yyyy'),'182.0 cm',33,4,0);"
Ehsan HAJI SAFI,IR Iran,3,Defender,2/25/1990,178.0 cm,97,6,0,,"insert into player values ('Ehsan HAJI SAFI','IR Iran',3,'Defender',to_date('2/25/1990','mm/dd/yyyy'),'178.0 cm',97,6,0);"
Patrick PEMBERTON,Costa Rica,18,Goalkeeper,4/24/1982,178.0 cm,39,0,NULL,,"insert into player values ('Patrick PEMBERTON','Costa Rica',18,'Goalkeeper',to_date('4/24/1982','mm/dd/yyyy'),'178.0 cm',39,0,NULL);"
Vahid AMIRI,IR Iran,11,Midfielder,4/2/1988,179.0 cm,39,1,0,,"insert into player values ('Vahid AMIRI','IR Iran',11,'Midfielder',to_date('4/2/1988','mm/dd/yyyy'),'179.0 cm',39,1,0);"
Ayoub EL KAABI,Morocco,9,Forward,6/25/1993,182.0 cm,5,2,0,,"insert into player values ('Ayoub EL KAABI','Morocco',9,'Forward',to_date('6/25/1993','mm/dd/yyyy'),'182.0 cm',5,2,0);"
Trent SAINSBURY,Australia,20,Defender,1/5/1992,183.0 cm,38,3,0,,"insert into player values ('Trent SAINSBURY','Australia',20,'Defender',to_date('1/5/1992','mm/dd/yyyy'),'183.0 cm',38,3,0);"
Pedro GALLESE,Peru,1,Goalkeeper,2/23/1990,189.0 cm,42,0,0,,"insert into player values ('Pedro GALLESE','Peru',1,'Goalkeeper',to_date('2/23/1990','mm/dd/yyyy'),'189.0 cm',42,0,0);"
Rafal KURZAWA,Poland,21,Midfielder,1/29/1993,182.0 cm,4,0,0,,"insert into player values ('Rafal KURZAWA','Poland',21,'Midfielder',to_date('1/29/1993','mm/dd/yyyy'),'182.0 cm',4,0,0);"
Axel WITSEL,Belgium,6,Midfielder,1/12/1989,186.0 cm,96,9,0,,"insert into player values ('Axel WITSEL','Belgium',6,'Midfielder',to_date('1/12/1989','mm/dd/yyyy'),'186.0 cm',96,9,0);"
Bjorn SIGURDARSON,Iceland,9,Forward,2/26/1991,187.0 cm,16,1,0,,"insert into player values ('Bjorn SIGURDARSON','Iceland',9,'Forward',to_date('2/26/1991','mm/dd/yyyy'),'187.0 cm',16,1,0);"
Marcos ACUNA,Argentina,8,Defender,10/28/1991,172.0 cm,11,0,0,,"insert into player values ('Marcos ACUNA','Argentina',8,'Defender',to_date('10/28/1991','mm/dd/yyyy'),'172.0 cm',11,0,0);"
Vladimir GRANAT,Russia,14,Defender,5/22/1987,184.0 cm,13,1,0,,"insert into player values ('Vladimir GRANAT','Russia',14,'Defender',to_date('5/22/1987','mm/dd/yyyy'),'184.0 cm',13,1,0);"
Carlos CACEDA,Peru,12,Goalkeeper,9/27/1991,184.0 cm,6,0,NULL,,"insert into player values ('Carlos CACEDA','Peru',12,'Goalkeeper',to_date('9/27/1991','mm/dd/yyyy'),'184.0 cm',6,0,NULL);"
Kendall WASTON,Costa Rica,19,Defender,1/1/1988,196.0 cm,26,3,0,,"insert into player values ('Kendall WASTON','Costa Rica',19,'Defender',to_date('1/1/1988','mm/dd/yyyy'),'196.0 cm',26,3,0);"
MARQUINHOS,Brazil,13,Defender,5/14/1994,183.0 cm,27,0,0,,"insert into player values ('MARQUINHOS','Brazil',13,'Defender',to_date('5/14/1994','mm/dd/yyyy'),'183.0 cm',27,0,0);"
Vladimir GABULOV,Russia,20,Goalkeeper,10/19/1983,190.0 cm,10,0,NULL,,"insert into player values ('Vladimir GABULOV','Russia',20,'Goalkeeper',to_date('10/19/1983','mm/dd/yyyy'),'190.0 cm',10,0,NULL);"
Brad JONES,Australia,12,Goalkeeper,3/19/1982,193.0 cm,6,0,NULL,,"insert into player values ('Brad JONES','Australia',12,'Goalkeeper',to_date('3/19/1982','mm/dd/yyyy'),'193.0 cm',6,0,NULL);"
Jordan HENDERSON,England,8,Midfielder,6/17/1990,183.0 cm,44,0,0,,"insert into player values ('Jordan HENDERSON','England',8,'Midfielder',to_date('6/17/1990','mm/dd/yyyy'),'183.0 cm',44,0,0);"
Presnel KIMPEMBE,France,3,Defender,8/13/1995,182.0 cm,3,0,0,,"insert into player values ('Presnel KIMPEMBE','France',3,'Defender',to_date('8/13/1995','mm/dd/yyyy'),'182.0 cm',3,0,0);"
Jose CALDERON,Panama,12,Goalkeeper,8/14/1985,187.0 cm,32,0,NULL,,"insert into player values ('Jose CALDERON','Panama',12,'Goalkeeper',to_date('8/14/1985','mm/dd/yyyy'),'187.0 cm',32,0,NULL);"
Andres GUARDADO,Mexico,18,Midfielder,9/28/1986,167.0 cm,151,25,0,,"insert into player values ('Andres GUARDADO','Mexico',18,'Midfielder',to_date('9/28/1986','mm/dd/yyyy'),'167.0 cm',151,25,0);"
MOON Seonmin,Korea Republic,18,Midfielder,6/9/1992,172.0 cm,5,1,0,,"insert into player values ('MOON Seonmin','Korea Republic',18,'Midfielder',to_date('6/9/1992','mm/dd/yyyy'),'172.0 cm',5,1,0);"
ABDULLAH ALKHAIBARI,Saudi Arabia,15,Midfielder,8/16/1996,175.0 cm,5,0,NULL,,"insert into player values ('ABDULLAH ALKHAIBARI','Saudi Arabia',15,'Midfielder',to_date('8/16/1996','mm/dd/yyyy'),'175.0 cm',5,0,NULL);"
Jonathan URRETAVISCAYA,Uruguay,20,Forward,3/19/1990,172.0 cm,5,0,0,,"insert into player values ('Jonathan URRETAVISCAYA','Uruguay',20,'Forward',to_date('3/19/1990','mm/dd/yyyy'),'172.0 cm',5,0,0);"
Luka MODRIC,Croatia,10,Midfielder,9/9/1985,172.0 cm,113,14,0,,"insert into player values ('Luka MODRIC','Croatia',10,'Midfielder',to_date('9/9/1985','mm/dd/yyyy'),'172.0 cm',113,14,0);"
Mehdi TAREMI,IR Iran,17,Forward,7/18/1992,187.0 cm,29,11,0,,"insert into player values ('Mehdi TAREMI','IR Iran',17,'Forward',to_date('7/18/1992','mm/dd/yyyy'),'187.0 cm',29,11,0);"
Henrik DALSGAARD,Denmark,14,Defender,7/27/1989,190.0 cm,15,0,0,,"insert into player values ('Henrik DALSGAARD','Denmark',14,'Defender',to_date('7/27/1989','mm/dd/yyyy'),'190.0 cm',15,0,0);"
William KVIST,Denmark,7,Midfielder,2/24/1985,185.0 cm,81,2,0,,"insert into player values ('William KVIST','Denmark',7,'Midfielder',to_date('2/24/1985','mm/dd/yyyy'),'185.0 cm',81,2,0);"
Alexander SAMEDOV,Russia,19,Midfielder,7/19/1984,178.0 cm,53,7,0,,"insert into player values ('Alexander SAMEDOV','Russia',19,'Midfielder',to_date('7/19/1984','mm/dd/yyyy'),'178.0 cm',53,7,0);"
Mario GAVRANOVIC,Switzerland,18,Forward,11/24/1989,175.0 cm,16,5,0,,"insert into player values ('Mario GAVRANOVIC','Switzerland',18,'Forward',to_date('11/24/1989','mm/dd/yyyy'),'175.0 cm',16,5,0);"
Sofyan AMRABAT,Morocco,21,Midfielder,8/21/1996,183.0 cm,7,0,0,,"insert into player values ('Sofyan AMRABAT','Morocco',21,'Midfielder',to_date('8/21/1996','mm/dd/yyyy'),'183.0 cm',7,0,0);"
MOHAMED ABDELSHAFY,Egypt,13,Defender,7/1/1985,171.0 cm,55,2,0,,"insert into player values ('MOHAMED ABDELSHAFY','Egypt',13,'Defender',to_date('7/1/1985','mm/dd/yyyy'),'171.0 cm',55,2,0);"
Hamza MENDYL,Morocco,3,Defender,10/21/1997,179.0 cm,16,0,NULL,,"insert into player values ('Hamza MENDYL','Morocco',3,'Defender',to_date('10/21/1997','mm/dd/yyyy'),'179.0 cm',16,0,NULL);"
Bryan RUIZ,Costa Rica,10,Midfielder,8/18/1985,187.0 cm,112,24,0,,"insert into player values ('Bryan RUIZ','Costa Rica',10,'Midfielder',to_date('8/18/1985','mm/dd/yyyy'),'187.0 cm',112,24,0);"
Milos DEGENEK,Australia,2,Defender,4/28/1994,187.0 cm,18,0,NULL,,"insert into player values ('Milos DEGENEK','Australia',2,'Defender',to_date('4/28/1994','mm/dd/yyyy'),'187.0 cm',18,0,NULL);"
Alireza JAHANBAKHSH,IR Iran,18,Forward,8/11/1993,180.0 cm,41,4,0,,"insert into player values ('Alireza JAHANBAKHSH','IR Iran',18,'Forward',to_date('8/11/1993','mm/dd/yyyy'),'180.0 cm',41,4,0);"
Sergio AGUERO,Argentina,19,Forward,6/2/1988,172.0 cm,89,39,0,,"insert into player values ('Sergio AGUERO','Argentina',19,'Forward',to_date('6/2/1988','mm/dd/yyyy'),'172.0 cm',89,39,0);"
Matias VECINO,Uruguay,15,Midfielder,8/24/1991,189.0 cm,27,1,0,,"insert into player values ('Matias VECINO','Uruguay',15,'Midfielder',to_date('8/24/1991','mm/dd/yyyy'),'189.0 cm',27,1,0);"
Luka JOVIC,Serbia,19,Forward,12/23/1997,181.0 cm,2,0,0,,"insert into player values ('Luka JOVIC','Serbia',19,'Forward',to_date('12/23/1997','mm/dd/yyyy'),'181.0 cm',2,0,0);"
Karim EL AHMADI,Morocco,8,Midfielder,1/27/1985,179.0 cm,55,1,0,,"insert into player values ('Karim EL AHMADI','Morocco',8,'Midfielder',to_date('1/27/1985','mm/dd/yyyy'),'179.0 cm',55,1,0);"
Aleksandar KOLAROV,Serbia,11,Defender,11/10/1985,187.0 cm,79,11,0,,"insert into player values ('Aleksandar KOLAROV','Serbia',11,'Defender',to_date('11/10/1985','mm/dd/yyyy'),'187.0 cm',79,11,0);"
RAPHAEL GUERREIRO,Portugal,5,Defender,12/22/1993,170.0 cm,28,2,0,,"insert into player values ('RAPHAEL GUERREIRO','Portugal',5,'Defender',to_date('12/22/1993','mm/dd/yyyy'),'170.0 cm',28,2,0);"
Randall AZOFEIFA,Costa Rica,14,Midfielder,12/30/1984,182.0 cm,60,3,0,,"insert into player values ('Randall AZOFEIFA','Costa Rica',14,'Midfielder',to_date('12/30/1984','mm/dd/yyyy'),'182.0 cm',60,3,0);"
Ali BEIRANVAND,IR Iran,1,Goalkeeper,9/21/1992,194.0 cm,25,0,0,,"insert into player values ('Ali BEIRANVAND','IR Iran',1,'Goalkeeper',to_date('9/21/1992','mm/dd/yyyy'),'194.0 cm',25,0,0);"
Cristian ANSALDI,Argentina,4,Defender,9/20/1986,181.0 cm,5,1,NULL,,"insert into player values ('Cristian ANSALDI','Argentina',4,'Defender',to_date('9/20/1986','mm/dd/yyyy'),'181.0 cm',5,1,NULL);"
Viktor FISCHER,Denmark,15,Forward,6/9/1994,181.0 cm,20,3,0,,"insert into player values ('Viktor FISCHER','Denmark',15,'Forward',to_date('6/9/1994','mm/dd/yyyy'),'181.0 cm',20,3,0);"
RICARDO,Portugal,15,Defender,10/6/1993,174.0 cm,5,0,0,,"insert into player values ('RICARDO','Portugal',15,'Defender',to_date('10/6/1993','mm/dd/yyyy'),'174.0 cm',5,0,0);"
Andreas CHRISTENSEN,Denmark,6,Defender,4/10/1996,192.0 cm,20,1,0,,"insert into player values ('Andreas CHRISTENSEN','Denmark',6,'Defender',to_date('4/10/1996','mm/dd/yyyy'),'192.0 cm',20,1,0);"
Luis MURIEL,Colombia,14,Forward,4/16/1991,178.0 cm,20,2,0,,"insert into player values ('Luis MURIEL','Colombia',14,'Forward',to_date('4/16/1991','mm/dd/yyyy'),'178.0 cm',20,2,0);"
YUN Youngsun,Korea Republic,5,Defender,10/4/1988,185.0 cm,7,0,0,,"insert into player values ('YUN Youngsun','Korea Republic',5,'Defender',to_date('10/4/1988','mm/dd/yyyy'),'185.0 cm',7,0,0);"
Lukas LERAGER,Denmark,18,Midfielder,7/12/1993,186.0 cm,5,0,0,,"insert into player values ('Lukas LERAGER','Denmark',18,'Midfielder',to_date('7/12/1993','mm/dd/yyyy'),'186.0 cm',5,0,0);"
Oussama HADDADI,Tunisia,5,Defender,1/28/1992,185.0 cm,9,1,0,,"insert into player values ('Oussama HADDADI','Tunisia',5,'Defender',to_date('1/28/1992','mm/dd/yyyy'),'185.0 cm',9,1,0);"
Daniel ARZANI,Australia,17,Forward,1/4/1999,171.0 cm,5,1,0,,"insert into player values ('Daniel ARZANI','Australia',17,'Forward',to_date('1/4/1999','mm/dd/yyyy'),'171.0 cm',5,1,0);"
Ari SKULASON,Iceland,23,Defender,5/14/1987,170.0 cm,58,0,0,,"insert into player values ('Ari SKULASON','Iceland',23,'Defender',to_date('5/14/1987','mm/dd/yyyy'),'170.0 cm',58,0,0);"
ALI GABR,Egypt,2,Defender,1/1/1989,191.0 cm,25,1,0,,"insert into player values ('ALI GABR','Egypt',2,'Defender',to_date('1/1/1989','mm/dd/yyyy'),'191.0 cm',25,1,0);"
Camilo VARGAS,Colombia,12,Goalkeeper,3/9/1989,185.0 cm,5,0,NULL,,"insert into player values ('Camilo VARGAS','Colombia',12,'Goalkeeper',to_date('3/9/1989','mm/dd/yyyy'),'185.0 cm',5,0,NULL);"
Paulo DYBALA,Argentina,21,Forward,11/15/1993,177.0 cm,13,0,0,,"insert into player values ('Paulo DYBALA','Argentina',21,'Forward',to_date('11/15/1993','mm/dd/yyyy'),'177.0 cm',13,0,0);"
FILIPE LUIS,Brazil,6,Defender,8/9/1985,182.0 cm,35,2,0,,"insert into player values ('FILIPE LUIS','Brazil',6,'Defender',to_date('8/9/1985','mm/dd/yyyy'),'182.0 cm',35,2,0);"
Nikola MILENKOVIC,Serbia,15,Defender,10/12/1997,195.0 cm,6,0,0,,"insert into player values ('Nikola MILENKOVIC','Serbia',15,'Defender',to_date('10/12/1997','mm/dd/yyyy'),'195.0 cm',6,0,0);"
Fedor SMOLOV,Russia,10,Forward,2/9/1990,185.0 cm,37,12,0,,"insert into player values ('Fedor SMOLOV','Russia',10,'Forward',to_date('2/9/1990','mm/dd/yyyy'),'185.0 cm',37,12,0);"
Olafur SKULASON,Iceland,16,Midfielder,4/1/1983,184.0 cm,36,1,NULL,,"insert into player values ('Olafur SKULASON','Iceland',16,'Midfielder',to_date('4/1/1983','mm/dd/yyyy'),'184.0 cm',36,1,NULL);"
ALI ALBULAYHI,Saudi Arabia,4,Defender,11/21/1989,182.0 cm,5,0,0,,"insert into player values ('ALI ALBULAYHI','Saudi Arabia',4,'Defender',to_date('11/21/1989','mm/dd/yyyy'),'182.0 cm',5,0,0);"
Javier MASCHERANO,Argentina,14,Defender,6/8/1984,174.0 cm,147,3,0,,"insert into player values ('Javier MASCHERANO','Argentina',14,'Defender',to_date('6/8/1984','mm/dd/yyyy'),'174.0 cm',147,3,0);"
Diego GODIN,Uruguay,3,Defender,2/16/1986,185.0 cm,121,8,0,,"insert into player values ('Diego GODIN','Uruguay',3,'Defender',to_date('2/16/1986','mm/dd/yyyy'),'185.0 cm',121,8,0);"
Radamel FALCAO,Colombia,9,Forward,2/10/1986,177.0 cm,69,30,0,,"insert into player values ('Radamel FALCAO','Colombia',9,'Forward',to_date('2/10/1986','mm/dd/yyyy'),'177.0 cm',69,30,0);"
Jaime PENEDO,Panama,1,Goalkeeper,9/26/1981,183.0 cm,134,0,0,,"insert into player values ('Jaime PENEDO','Panama',1,'Goalkeeper',to_date('9/26/1981','mm/dd/yyyy'),'183.0 cm',134,0,0);"
Roozbeh CHESHMI,IR Iran,4,Defender,7/24/1993,192.0 cm,10,1,0,,"insert into player values ('Roozbeh CHESHMI','IR Iran',4,'Defender',to_date('7/24/1993','mm/dd/yyyy'),'192.0 cm',10,1,0);"
Kristoffer NORDFELDT,Sweden,23,Goalkeeper,6/23/1989,190.0 cm,8,0,NULL,,"insert into player values ('Kristoffer NORDFELDT','Sweden',23,'Goalkeeper',to_date('6/23/1989','mm/dd/yyyy'),'190.0 cm',8,0,NULL);"
Marko DMITROVIC,Serbia,23,Goalkeeper,1/24/1992,194.0 cm,2,0,NULL,,"insert into player values ('Marko DMITROVIC','Serbia',23,'Goalkeeper',to_date('1/24/1992','mm/dd/yyyy'),'194.0 cm',2,0,NULL);"
Johnny ACOSTA,Costa Rica,2,Defender,7/21/1983,176.0 cm,69,2,0,,"insert into player values ('Johnny ACOSTA','Costa Rica',2,'Defender',to_date('7/21/1983','mm/dd/yyyy'),'176.0 cm',69,2,0);"
Ruben LOFTUS-CHEEK,England,21,Midfielder,1/23/1996,190.0 cm,8,0,0,,"insert into player values ('Ruben LOFTUS-CHEEK','England',21,'Midfielder',to_date('1/23/1996','mm/dd/yyyy'),'190.0 cm',8,0,0);"
Igor AKINFEEV,Russia,1,Goalkeeper,4/8/1986,185.0 cm,111,0,0,,"insert into player values ('Igor AKINFEEV','Russia',1,'Goalkeeper',to_date('4/8/1986','mm/dd/yyyy'),'185.0 cm',111,0,0);"
TAISEER ALJASSAM,Saudi Arabia,17,Midfielder,7/25/1984,169.0 cm,134,19,0,,"insert into player values ('TAISEER ALJASSAM','Saudi Arabia',17,'Midfielder',to_date('7/25/1984','mm/dd/yyyy'),'169.0 cm',134,19,0);"
Joel OBI,Nigeria,15,Midfielder,5/22/1991,177.0 cm,17,0,NULL,,"insert into player values ('Joel OBI','Nigeria',15,'Midfielder',to_date('5/22/1991','mm/dd/yyyy'),'177.0 cm',17,0,NULL);"
Kari ARNASON,Iceland,14,Defender,10/13/1982,191.0 cm,69,5,0,,"insert into player values ('Kari ARNASON','Iceland',14,'Defender',to_date('10/13/1982','mm/dd/yyyy'),'191.0 cm',69,5,0);"
Majid HOSSEINI,IR Iran,19,Defender,6/20/1996,183.0 cm,4,0,0,,"insert into player values ('Majid HOSSEINI','IR Iran',19,'Defender',to_date('6/20/1996','mm/dd/yyyy'),'183.0 cm',4,0,0);"
Marko GRUJIC,Serbia,16,Midfielder,4/13/1996,190.0 cm,7,0,NULL,,"insert into player values ('Marko GRUJIC','Serbia',16,'Midfielder',to_date('4/13/1996','mm/dd/yyyy'),'190.0 cm',7,0,NULL);"
SON Heungmin,Korea Republic,7,Forward,7/8/1992,183.0 cm,70,23,0,,"insert into player values ('SON Heungmin','Korea Republic',7,'Forward',to_date('7/8/1992','mm/dd/yyyy'),'183.0 cm',70,23,0);"
